,date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,country,neutral_location,shoot_out,home_team_result,year,stage,win_conditions,worldcup_id
6399,2002-06-18,Korea Republic,Italy,40.0,6.0,2.0,1.0,FIFA World Cup,Korea Republic,False,No,Win,2002,Round of 16,Win on Golden Goal ,FIFAWorldCup2002
6400,2002-06-21,England,Brazil,12.0,2.0,1.0,2.0,FIFA World Cup,Japan,True,No,Lose,2002,Quarter-finals, ,FIFAWorldCup2002
6401,2002-06-21,Germany,USA,11.0,13.0,1.0,0.0,FIFA World Cup,Korea Republic,True,No,Win,2002,Quarter-finals, ,FIFAWorldCup2002
6403,2002-06-22,Korea Republic,Spain,40.0,8.0,0.0,0.0,FIFA World Cup,Korea Republic,False,Yes,Win,2002,,,
6404,2002-06-22,Senegal,Turkey,42.0,22.0,0.0,1.0,FIFA World Cup,Japan,True,No,Lose,2002,Quarter-finals,Win on Golden Goal ,FIFAWorldCup2002
6405,2002-06-25,Korea Republic,Germany,40.0,11.0,0.0,1.0,FIFA World Cup,Korea Republic,False,No,Lose,2002,,,
6407,2002-06-26,Brazil,Turkey,2.0,22.0,1.0,0.0,FIFA World Cup,Japan,True,No,Win,2002,Semi-finals, ,FIFAWorldCup2002
6408,2002-06-29,Korea Republic,Turkey,40.0,22.0,2.0,3.0,FIFA World Cup,Korea Republic,False,No,Lose,2002,Third place, ,FIFAWorldCup2002
6410,2002-06-30,Germany,Brazil,11.0,2.0,0.0,2.0,FIFA World Cup,Japan,True,No,Lose,2002,Final, ,FIFAWorldCup2002
9653,2006-06-09,Germany,Costa Rica,19.0,26.0,4.0,2.0,FIFA World Cup,Germany,False,No,Win,2006,Group A, ,FIFAWorldCup2006
9654,2006-06-09,Poland,Ecuador,29.0,39.0,0.0,2.0,FIFA World Cup,Germany,True,No,Lose,2006,Group A, ,FIFAWorldCup2006
9655,2006-06-10,Argentina,Cote d'Ivoire,9.0,32.0,2.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9656,2006-06-10,England,Paraguay,10.0,33.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group B, ,FIFAWorldCup2006
9657,2006-06-10,Trinidad and Tobago,Sweden,47.0,16.0,0.0,0.0,FIFA World Cup,Germany,True,No,Draw,2006,,,
9658,2006-06-11,Angola,Portugal,57.0,7.0,0.0,1.0,FIFA World Cup,Germany,True,No,Lose,2006,Group D, ,FIFAWorldCup2006
9659,2006-06-11,Mexico,IR Iran,4.0,23.0,3.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9660,2006-06-11,Serbia,Netherlands,47.0,3.0,0.0,1.0,FIFA World Cup,Germany,True,No,Lose,2006,,,
9661,2006-06-12,Australia,Japan,42.0,18.0,3.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,Group F, ,FIFAWorldCup2006
9662,2006-06-12,Italy,Ghana,13.0,48.0,2.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group E, ,FIFAWorldCup2006
9663,2006-06-12,USA,Czech Republic,5.0,2.0,0.0,3.0,FIFA World Cup,Germany,True,No,Lose,2006,Group E, ,FIFAWorldCup2006
9664,2006-06-13,Brazil,Croatia,1.0,23.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group F, ,FIFAWorldCup2006
9665,2006-06-13,France,Switzerland,8.0,35.0,0.0,0.0,FIFA World Cup,Germany,True,No,Draw,2006,Group G, ,FIFAWorldCup2006
9666,2006-06-13,Korea Republic,Togo,29.0,61.0,2.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,Group G, ,FIFAWorldCup2006
9667,2006-06-14,Germany,Poland,19.0,29.0,1.0,0.0,FIFA World Cup,Germany,False,No,Win,2006,Group A, ,FIFAWorldCup2006
9668,2006-06-14,Spain,Ukraine,5.0,45.0,4.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group H, ,FIFAWorldCup2006
9669,2006-06-14,Tunisia,Saudi Arabia,21.0,34.0,2.0,2.0,FIFA World Cup,Germany,True,No,Draw,2006,Group H, ,FIFAWorldCup2006
9670,2006-06-15,Ecuador,Costa Rica,39.0,26.0,3.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group A, ,FIFAWorldCup2006
9671,2006-06-15,England,Trinidad and Tobago,10.0,47.0,2.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9672,2006-06-15,Sweden,Paraguay,16.0,33.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group B, ,FIFAWorldCup2006
9673,2006-06-16,Argentina,Serbia,9.0,47.0,6.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9674,2006-06-16,Mexico,Angola,4.0,57.0,0.0,0.0,FIFA World Cup,Germany,True,No,Draw,2006,Group D, ,FIFAWorldCup2006
9675,2006-06-16,Netherlands,Cote d'Ivoire,3.0,32.0,2.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9676,2006-06-17,Czech Republic,Ghana,2.0,48.0,0.0,2.0,FIFA World Cup,Germany,True,No,Lose,2006,Group E, ,FIFAWorldCup2006
9677,2006-06-17,Italy,USA,13.0,5.0,1.0,1.0,FIFA World Cup,Germany,True,No,Draw,2006,Group E, ,FIFAWorldCup2006
9678,2006-06-17,Portugal,IR Iran,7.0,23.0,2.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group D, ,FIFAWorldCup2006
9679,2006-06-18,Brazil,Australia,1.0,42.0,2.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group F, ,FIFAWorldCup2006
9680,2006-06-18,France,Korea Republic,8.0,29.0,1.0,1.0,FIFA World Cup,Germany,True,No,Draw,2006,Group G, ,FIFAWorldCup2006
9681,2006-06-18,Japan,Croatia,18.0,23.0,0.0,0.0,FIFA World Cup,Germany,True,No,Draw,2006,Group F, ,FIFAWorldCup2006
9682,2006-06-19,Saudi Arabia,Ukraine,34.0,45.0,0.0,4.0,FIFA World Cup,Germany,True,No,Lose,2006,Group H, ,FIFAWorldCup2006
9683,2006-06-19,Spain,Tunisia,5.0,21.0,3.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,Group H, ,FIFAWorldCup2006
9684,2006-06-19,Togo,Switzerland,61.0,35.0,0.0,2.0,FIFA World Cup,Germany,True,No,Lose,2006,Group G, ,FIFAWorldCup2006
9685,2006-06-20,Costa Rica,Poland,26.0,29.0,1.0,2.0,FIFA World Cup,Germany,True,No,Lose,2006,Group A, ,FIFAWorldCup2006
9686,2006-06-20,Germany,Ecuador,19.0,39.0,3.0,0.0,FIFA World Cup,Germany,False,No,Win,2006,,,
9687,2006-06-20,Paraguay,Trinidad and Tobago,33.0,47.0,2.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9688,2006-06-20,Sweden,England,16.0,10.0,2.0,2.0,FIFA World Cup,Germany,True,No,Draw,2006,Group B, ,FIFAWorldCup2006
9689,2006-06-21,IR Iran,Angola,23.0,57.0,1.0,1.0,FIFA World Cup,Germany,True,No,Draw,2006,,,
9690,2006-06-21,Cote d'Ivoire,Serbia,32.0,47.0,3.0,2.0,FIFA World Cup,Germany,True,No,Win,2006,,,
9691,2006-06-21,Netherlands,Argentina,3.0,9.0,0.0,0.0,FIFA World Cup,Germany,True,No,Draw,2006,Group C, ,FIFAWorldCup2006
9692,2006-06-21,Portugal,Mexico,7.0,4.0,2.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,Group D, ,FIFAWorldCup2006
9693,2006-06-22,Croatia,Australia,23.0,42.0,2.0,2.0,FIFA World Cup,Germany,True,No,Draw,2006,Group F, ,FIFAWorldCup2006
9694,2006-06-22,Czech Republic,Italy,2.0,13.0,0.0,2.0,FIFA World Cup,Germany,True,No,Lose,2006,Group E, ,FIFAWorldCup2006
9695,2006-06-22,Ghana,USA,48.0,5.0,2.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,Group E, ,FIFAWorldCup2006
9696,2006-06-22,Japan,Brazil,18.0,1.0,1.0,4.0,FIFA World Cup,Germany,True,No,Lose,2006,Group F, ,FIFAWorldCup2006
9697,2006-06-23,Saudi Arabia,Spain,34.0,5.0,0.0,1.0,FIFA World Cup,Germany,True,No,Lose,2006,Group H, ,FIFAWorldCup2006
9698,2006-06-23,Switzerland,Korea Republic,35.0,29.0,2.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group G, ,FIFAWorldCup2006
9699,2006-06-23,Togo,France,61.0,8.0,0.0,2.0,FIFA World Cup,Germany,True,No,Lose,2006,Group G, ,FIFAWorldCup2006
9700,2006-06-23,Ukraine,Tunisia,45.0,21.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Group H, ,FIFAWorldCup2006
9701,2006-06-24,Argentina,Mexico,9.0,4.0,2.0,1.0,FIFA World Cup,Germany,True,No,Win,2006,Round of 16,Argentina win after extra time ,FIFAWorldCup2006
9702,2006-06-24,Germany,Sweden,19.0,16.0,2.0,0.0,FIFA World Cup,Germany,False,No,Win,2006,Round of 16, ,FIFAWorldCup2006
9705,2006-06-25,England,Ecuador,10.0,39.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Round of 16, ,FIFAWorldCup2006
9707,2006-06-25,Portugal,Netherlands,7.0,3.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Round of 16, ,FIFAWorldCup2006
9709,2006-06-26,Italy,Australia,13.0,42.0,1.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Round of 16, ,FIFAWorldCup2006
9711,2006-06-26,Switzerland,Ukraine,35.0,45.0,0.0,0.0,FIFA World Cup,Germany,True,Yes,Lose,2006,Round of 16,Ukraine win on penalties (0 - 3) ,FIFAWorldCup2006
9712,2006-06-27,Brazil,Ghana,1.0,48.0,3.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Round of 16, ,FIFAWorldCup2006
9713,2006-06-27,Spain,France,5.0,8.0,1.0,3.0,FIFA World Cup,Germany,True,No,Lose,2006,Round of 16, ,FIFAWorldCup2006
9715,2006-06-30,Germany,Argentina,19.0,9.0,1.0,1.0,FIFA World Cup,Germany,False,Yes,Win,2006,Quarter-finals,Germany win on penalties (4 - 2) ,FIFAWorldCup2006
9716,2006-06-30,Italy,Ukraine,13.0,45.0,3.0,0.0,FIFA World Cup,Germany,True,No,Win,2006,Quarter-finals, ,FIFAWorldCup2006
9718,2006-07-01,Brazil,France,1.0,8.0,0.0,1.0,FIFA World Cup,Germany,True,No,Lose,2006,Quarter-finals, ,FIFAWorldCup2006
9719,2006-07-01,England,Portugal,10.0,7.0,0.0,0.0,FIFA World Cup,Germany,True,Yes,Lose,2006,Quarter-finals,Portugal win on penalties (1 - 3) ,FIFAWorldCup2006
9721,2006-07-04,Germany,Italy,19.0,13.0,0.0,2.0,FIFA World Cup,Germany,False,No,Lose,2006,Semi-finals,Italy win after extra time ,FIFAWorldCup2006
9723,2006-07-05,Portugal,France,7.0,8.0,0.0,1.0,FIFA World Cup,Germany,True,No,Lose,2006,Semi-finals, ,FIFAWorldCup2006
9725,2006-07-08,Germany,Portugal,19.0,7.0,3.0,1.0,FIFA World Cup,Germany,False,No,Win,2006,Third place, ,FIFAWorldCup2006
9727,2006-07-09,Italy,France,13.0,8.0,1.0,1.0,FIFA World Cup,Germany,True,Yes,Win,2006,Final,Italy win on penalties (5 - 3) ,FIFAWorldCup2006
13165,2010-06-11,South Africa,Mexico,83.0,17.0,1.0,1.0,FIFA World Cup,South Africa,False,No,Draw,2010,Group A, ,FIFAWorldCup2010
13166,2010-06-11,Uruguay,France,16.0,9.0,0.0,0.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group A, ,FIFAWorldCup2010
13167,2010-06-12,Argentina,Nigeria,7.0,21.0,1.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group B, ,FIFAWorldCup2010
13168,2010-06-12,England,USA,8.0,14.0,1.0,1.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group C, ,FIFAWorldCup2010
13169,2010-06-12,Korea Republic,Greece,47.0,13.0,2.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group B, ,FIFAWorldCup2010
13170,2010-06-13,Algeria,Slovenia,30.0,25.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group C, ,FIFAWorldCup2010
13171,2010-06-13,Germany,Australia,6.0,20.0,4.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group D, ,FIFAWorldCup2010
13172,2010-06-13,Serbia,Ghana,15.0,32.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group D, ,FIFAWorldCup2010
13173,2010-06-14,Italy,Paraguay,5.0,31.0,1.0,1.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group F, ,FIFAWorldCup2010
13174,2010-06-14,Japan,Cameroon,45.0,19.0,1.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group E, ,FIFAWorldCup2010
13175,2010-06-14,Netherlands,Denmark,4.0,36.0,2.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group E, ,FIFAWorldCup2010
13176,2010-06-15,Brazil,Korea DPR,1.0,105.0,2.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Group G, ,FIFAWorldCup2010
13177,2010-06-15,Cote d'Ivoire,Portugal,27.0,3.0,0.0,0.0,FIFA World Cup,South Africa,True,No,Draw,2010,,,
13178,2010-06-15,New Zealand,Slovakia,78.0,34.0,1.0,1.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group F, ,FIFAWorldCup2010
13179,2010-06-16,Honduras,Chile,38.0,18.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group H, ,FIFAWorldCup2010
13180,2010-06-16,South Africa,Uruguay,83.0,16.0,0.0,3.0,FIFA World Cup,South Africa,False,No,Lose,2010,Group A, ,FIFAWorldCup2010
13181,2010-06-16,Spain,Switzerland,2.0,24.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group H, ,FIFAWorldCup2010
13182,2010-06-17,Argentina,Korea Republic,7.0,47.0,4.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Group B, ,FIFAWorldCup2010
13183,2010-06-17,France,Mexico,9.0,17.0,0.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group A, ,FIFAWorldCup2010
13184,2010-06-17,Greece,Nigeria,13.0,21.0,2.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Group B, ,FIFAWorldCup2010
13185,2010-06-18,England,Algeria,8.0,30.0,0.0,0.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group C, ,FIFAWorldCup2010
13186,2010-06-18,Germany,Serbia,6.0,15.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group D, ,FIFAWorldCup2010
13188,2010-06-18,Slovenia,USA,25.0,14.0,2.0,2.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group C, ,FIFAWorldCup2010
13189,2010-06-19,Cameroon,Denmark,19.0,36.0,1.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group E, ,FIFAWorldCup2010
13191,2010-06-19,Ghana,Australia,32.0,20.0,1.0,1.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group D, ,FIFAWorldCup2010
13192,2010-06-19,Netherlands,Japan,4.0,45.0,1.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group E, ,FIFAWorldCup2010
13194,2010-06-20,Brazil,Cote d'Ivoire,1.0,27.0,3.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,,,
13195,2010-06-20,Italy,New Zealand,5.0,78.0,1.0,1.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group F, ,FIFAWorldCup2010
13197,2010-06-20,Slovakia,Paraguay,34.0,31.0,0.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group F, ,FIFAWorldCup2010
13199,2010-06-21,Chile,Switzerland,18.0,24.0,1.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group H, ,FIFAWorldCup2010
13200,2010-06-21,Portugal,Korea DPR,3.0,105.0,7.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group G, ,FIFAWorldCup2010
13201,2010-06-21,Spain,Honduras,2.0,38.0,2.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group H, ,FIFAWorldCup2010
13202,2010-06-22,Greece,Argentina,13.0,7.0,0.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group B, ,FIFAWorldCup2010
13203,2010-06-22,Mexico,Uruguay,17.0,16.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group A, ,FIFAWorldCup2010
13204,2010-06-22,Nigeria,Korea Republic,21.0,47.0,2.0,2.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group B, ,FIFAWorldCup2010
13205,2010-06-22,South Africa,France,83.0,9.0,2.0,1.0,FIFA World Cup,South Africa,False,No,Win,2010,,,
13206,2010-06-23,Australia,Serbia,20.0,15.0,2.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Group D, ,FIFAWorldCup2010
13207,2010-06-23,Ghana,Germany,32.0,6.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group D, ,FIFAWorldCup2010
13208,2010-06-23,Slovenia,England,25.0,8.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group C, ,FIFAWorldCup2010
13209,2010-06-23,USA,Algeria,14.0,30.0,1.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Group C, ,FIFAWorldCup2010
13210,2010-06-24,Cameroon,Netherlands,19.0,4.0,1.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group E, ,FIFAWorldCup2010
13211,2010-06-24,Denmark,Japan,36.0,45.0,1.0,3.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group E, ,FIFAWorldCup2010
13212,2010-06-24,Paraguay,New Zealand,31.0,78.0,0.0,0.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group F, ,FIFAWorldCup2010
13213,2010-06-24,Slovakia,Italy,34.0,5.0,3.0,2.0,FIFA World Cup,South Africa,True,No,Win,2010,Group F, ,FIFAWorldCup2010
13214,2010-06-25,Chile,Spain,18.0,2.0,1.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Group H, ,FIFAWorldCup2010
13215,2010-06-25,Korea DPR,Cote d'Ivoire,105.0,27.0,0.0,3.0,FIFA World Cup,South Africa,True,No,Lose,2010,,,
13216,2010-06-25,Portugal,Brazil,3.0,1.0,0.0,0.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group G, ,FIFAWorldCup2010
13217,2010-06-25,Switzerland,Honduras,24.0,38.0,0.0,0.0,FIFA World Cup,South Africa,True,No,Draw,2010,Group H, ,FIFAWorldCup2010
13219,2010-06-26,Uruguay,Korea Republic,16.0,47.0,2.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Round of 16, ,FIFAWorldCup2010
13220,2010-06-26,USA,Ghana,14.0,32.0,1.0,2.0,FIFA World Cup,South Africa,True,No,Lose,2010,Round of 16,Ghana win after extra time ,FIFAWorldCup2010
13221,2010-06-27,Argentina,Mexico,7.0,17.0,3.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Round of 16, ,FIFAWorldCup2010
13222,2010-06-27,Germany,England,6.0,8.0,4.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Round of 16, ,FIFAWorldCup2010
13223,2010-06-28,Brazil,Chile,1.0,18.0,3.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Round of 16, ,FIFAWorldCup2010
13224,2010-06-28,Netherlands,Slovakia,4.0,34.0,2.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Round of 16, ,FIFAWorldCup2010
13225,2010-06-29,Paraguay,Japan,31.0,45.0,0.0,0.0,FIFA World Cup,South Africa,True,Yes,Win,2010,Round of 16,Paraguay win on penalties (5 - 3) ,FIFAWorldCup2010
13226,2010-06-29,Spain,Portugal,2.0,3.0,1.0,0.0,FIFA World Cup,South Africa,True,No,Win,2010,Round of 16, ,FIFAWorldCup2010
13229,2010-07-02,Netherlands,Brazil,4.0,1.0,2.0,1.0,FIFA World Cup,South Africa,True,No,Win,2010,Quarter-finals, ,FIFAWorldCup2010
13230,2010-07-02,Uruguay,Ghana,16.0,32.0,1.0,1.0,FIFA World Cup,South Africa,True,Yes,Win,2010,Quarter-finals,Uruguay win on penalties (4 - 2) ,FIFAWorldCup2010
13231,2010-07-03,Argentina,Germany,7.0,6.0,0.0,4.0,FIFA World Cup,South Africa,True,No,Lose,2010,Quarter-finals, ,FIFAWorldCup2010
13232,2010-07-03,Paraguay,Spain,31.0,2.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Quarter-finals, ,FIFAWorldCup2010
13233,2010-07-06,Uruguay,Netherlands,16.0,4.0,2.0,3.0,FIFA World Cup,South Africa,True,No,Lose,2010,Semi-finals, ,FIFAWorldCup2010
13234,2010-07-07,Germany,Spain,6.0,2.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Semi-finals, ,FIFAWorldCup2010
13237,2010-07-10,Uruguay,Germany,16.0,6.0,2.0,3.0,FIFA World Cup,South Africa,True,No,Lose,2010,Match for third place, ,FIFAWorldCup2010
13238,2010-07-11,Netherlands,Spain,4.0,2.0,0.0,1.0,FIFA World Cup,South Africa,True,No,Lose,2010,Final,Spain win after extra time ,FIFAWorldCup2010
16864,2014-06-12,Brazil,Croatia,3.0,18.0,3.0,1.0,FIFA World Cup,Brazil,False,No,Win,2014,Group A, ,FIFAWorldCup2014
16865,2014-06-13,Chile,Australia,14.0,62.0,3.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Group B, ,FIFAWorldCup2014
16866,2014-06-13,Mexico,Cameroon,20.0,56.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group A, ,FIFAWorldCup2014
16867,2014-06-13,Spain,Netherlands,1.0,15.0,1.0,5.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group B, ,FIFAWorldCup2014
16868,2014-06-14,Colombia,Greece,8.0,12.0,3.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group C, ,FIFAWorldCup2014
16869,2014-06-14,England,Italy,10.0,9.0,1.0,2.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group D, ,FIFAWorldCup2014
16870,2014-06-14,Cote d'Ivoire,Japan,23.0,46.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,,,
16871,2014-06-14,Uruguay,Costa Rica,7.0,28.0,1.0,3.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group D, ,FIFAWorldCup2014
16872,2014-06-15,Argentina,Bosnia and Herzegovina,5.0,21.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,,,
16873,2014-06-15,France,Honduras,17.0,33.0,3.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group E, ,FIFAWorldCup2014
16874,2014-06-15,Switzerland,Ecuador,6.0,26.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Group E, ,FIFAWorldCup2014
16875,2014-06-16,Germany,Portugal,2.0,4.0,4.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group G, ,FIFAWorldCup2014
16876,2014-06-16,Ghana,USA,37.0,13.0,1.0,2.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group G, ,FIFAWorldCup2014
16877,2014-06-16,IR Iran,Nigeria,43.0,44.0,0.0,0.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group F, ,FIFAWorldCup2014
16878,2014-06-17,Belgium,Algeria,11.0,22.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Group H, ,FIFAWorldCup2014
16879,2014-06-17,Brazil,Mexico,3.0,20.0,0.0,0.0,FIFA World Cup,Brazil,False,No,Draw,2014,Group A, ,FIFAWorldCup2014
16880,2014-06-17,Russia,Korea Republic,19.0,57.0,1.0,1.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group H, ,FIFAWorldCup2014
16881,2014-06-18,Australia,Netherlands,62.0,15.0,2.0,3.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group B, ,FIFAWorldCup2014
16882,2014-06-18,Cameroon,Croatia,56.0,18.0,0.0,4.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group A, ,FIFAWorldCup2014
16884,2014-06-18,Spain,Chile,1.0,14.0,0.0,2.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group B, ,FIFAWorldCup2014
16885,2014-06-19,Colombia,Cote d'Ivoire,8.0,23.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,,,
16886,2014-06-19,Japan,Greece,46.0,12.0,0.0,0.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group C, ,FIFAWorldCup2014
16887,2014-06-19,Uruguay,England,7.0,10.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Group D, ,FIFAWorldCup2014
16888,2014-06-20,Honduras,Ecuador,33.0,26.0,1.0,2.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group E, ,FIFAWorldCup2014
16889,2014-06-20,Italy,Costa Rica,9.0,28.0,0.0,1.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group D, ,FIFAWorldCup2014
