,date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,country,neutral_location,shoot_out,home_team_result,year,stage,win_conditions,worldcup_id
16890,2014-06-20,Switzerland,France,6.0,17.0,2.0,5.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group E, ,FIFAWorldCup2014
16891,2014-06-21,Argentina,IR Iran,5.0,43.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group F, ,FIFAWorldCup2014
16892,2014-06-21,Germany,Ghana,2.0,37.0,2.0,2.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group G, ,FIFAWorldCup2014
16894,2014-06-21,Nigeria,Bosnia and Herzegovina,44.0,21.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,,,
16895,2014-06-22,Belgium,Russia,11.0,19.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group H, ,FIFAWorldCup2014
16897,2014-06-22,Korea Republic,Algeria,57.0,22.0,2.0,4.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group H, ,FIFAWorldCup2014
16898,2014-06-22,USA,Portugal,13.0,4.0,2.0,2.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group G, ,FIFAWorldCup2014
16899,2014-06-23,Australia,Spain,62.0,1.0,0.0,3.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group B, ,FIFAWorldCup2014
16900,2014-06-23,Brazil,Cameroon,3.0,56.0,4.0,1.0,FIFA World Cup,Brazil,False,No,Win,2014,,,
16901,2014-06-23,Croatia,Mexico,18.0,20.0,1.0,3.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group A, ,FIFAWorldCup2014
16902,2014-06-23,Netherlands,Chile,15.0,14.0,2.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Group B, ,FIFAWorldCup2014
16903,2014-06-24,Costa Rica,England,28.0,10.0,0.0,0.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group D, ,FIFAWorldCup2014
16904,2014-06-24,Greece,Cote d'Ivoire,12.0,23.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,,,
16905,2014-06-24,Italy,Uruguay,9.0,7.0,0.0,1.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group D, ,FIFAWorldCup2014
16906,2014-06-24,Japan,Colombia,46.0,8.0,1.0,4.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group C, ,FIFAWorldCup2014
16907,2014-06-25,Bosnia and Herzegovina,IR Iran,21.0,43.0,3.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,,,
16908,2014-06-25,Ecuador,France,26.0,17.0,0.0,0.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group E, ,FIFAWorldCup2014
16909,2014-06-25,Honduras,Switzerland,33.0,6.0,0.0,3.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group E, ,FIFAWorldCup2014
16911,2014-06-25,Nigeria,Argentina,44.0,5.0,2.0,3.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group F, ,FIFAWorldCup2014
16912,2014-06-26,Algeria,Russia,22.0,19.0,1.0,1.0,FIFA World Cup,Brazil,True,No,Draw,2014,Group H, ,FIFAWorldCup2014
16913,2014-06-26,Korea Republic,Belgium,57.0,11.0,0.0,1.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group H, ,FIFAWorldCup2014
16914,2014-06-26,Portugal,Ghana,4.0,37.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Group G, ,FIFAWorldCup2014
16915,2014-06-26,USA,Germany,13.0,2.0,0.0,1.0,FIFA World Cup,Brazil,True,No,Lose,2014,Group G, ,FIFAWorldCup2014
16916,2014-06-28,Brazil,Chile,3.0,14.0,1.0,1.0,FIFA World Cup,Brazil,False,Yes,Win,2014,Round of 16,Brazil win on penalties (3 - 2) ,FIFAWorldCup2014
16917,2014-06-28,Brazil,Chile,3.0,14.0,1.0,1.0,FIFA World Cup,Brazil,False,Yes,Win,2014,Round of 16,Brazil win on penalties (3 - 2) ,FIFAWorldCup2014
16918,2014-06-28,Colombia,Uruguay,8.0,7.0,2.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16, ,FIFAWorldCup2014
16919,2014-06-28,Colombia,Uruguay,8.0,7.0,2.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16, ,FIFAWorldCup2014
16921,2014-06-29,Costa Rica,Greece,28.0,12.0,1.0,1.0,FIFA World Cup,Brazil,True,Yes,Win,2014,Round of 16,Costa Rica win on penalties (5 - 3) ,FIFAWorldCup2014
16922,2014-06-29,Costa Rica,Greece,28.0,12.0,1.0,1.0,FIFA World Cup,Brazil,True,Yes,Win,2014,Round of 16,Costa Rica win on penalties (5 - 3) ,FIFAWorldCup2014
16923,2014-06-29,Netherlands,Mexico,15.0,20.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16, ,FIFAWorldCup2014
16924,2014-06-29,Netherlands,Mexico,15.0,20.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16, ,FIFAWorldCup2014
16925,2014-06-30,France,Nigeria,17.0,44.0,2.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16, ,FIFAWorldCup2014
16926,2014-06-30,France,Nigeria,17.0,44.0,2.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16, ,FIFAWorldCup2014
16927,2014-06-30,Germany,Algeria,2.0,22.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16,Germany win after extra time ,FIFAWorldCup2014
16928,2014-06-30,Germany,Algeria,2.0,22.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16,Germany win after extra time ,FIFAWorldCup2014
16929,2014-07-01,Argentina,Switzerland,5.0,6.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16,Argentina win after extra time ,FIFAWorldCup2014
16930,2014-07-01,Argentina,Switzerland,5.0,6.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16,Argentina win after extra time ,FIFAWorldCup2014
16931,2014-07-01,Belgium,USA,11.0,13.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16,Belgium win after extra time ,FIFAWorldCup2014
16932,2014-07-01,Belgium,USA,11.0,13.0,2.0,1.0,FIFA World Cup,Brazil,True,No,Win,2014,Round of 16,Belgium win after extra time ,FIFAWorldCup2014
16934,2014-07-04,Brazil,Colombia,3.0,8.0,2.0,1.0,FIFA World Cup,Brazil,False,No,Win,2014,Quarter-finals, ,FIFAWorldCup2014
16935,2014-07-04,Brazil,Colombia,3.0,8.0,2.0,1.0,FIFA World Cup,Brazil,False,No,Win,2014,Quarter-finals, ,FIFAWorldCup2014
16936,2014-07-04,France,Germany,17.0,2.0,0.0,1.0,FIFA World Cup,Brazil,True,No,Lose,2014,Quarter-finals, ,FIFAWorldCup2014
16937,2014-07-04,France,Germany,17.0,2.0,0.0,1.0,FIFA World Cup,Brazil,True,No,Lose,2014,Quarter-finals, ,FIFAWorldCup2014
16938,2014-07-05,Argentina,Belgium,5.0,11.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Quarter-finals, ,FIFAWorldCup2014
16939,2014-07-05,Argentina,Belgium,5.0,11.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Quarter-finals, ,FIFAWorldCup2014
16940,2014-07-05,Netherlands,Costa Rica,15.0,28.0,0.0,0.0,FIFA World Cup,Brazil,True,Yes,Win,2014,Quarter-finals,Netherlands win on penalties (4 - 3) ,FIFAWorldCup2014
16941,2014-07-05,Netherlands,Costa Rica,15.0,28.0,0.0,0.0,FIFA World Cup,Brazil,True,Yes,Win,2014,Quarter-finals,Netherlands win on penalties (4 - 3) ,FIFAWorldCup2014
16943,2014-07-08,Brazil,Germany,3.0,2.0,1.0,7.0,FIFA World Cup,Brazil,False,No,Lose,2014,Semi-finals, ,FIFAWorldCup2014
16944,2014-07-08,Brazil,Germany,3.0,2.0,1.0,7.0,FIFA World Cup,Brazil,False,No,Lose,2014,Semi-finals, ,FIFAWorldCup2014
16945,2014-07-09,Netherlands,Argentina,15.0,5.0,0.0,0.0,FIFA World Cup,Brazil,True,Yes,Lose,2014,Semi-finals,Argentina win on penalties (2 - 4) ,FIFAWorldCup2014
16946,2014-07-09,Netherlands,Argentina,15.0,5.0,0.0,0.0,FIFA World Cup,Brazil,True,Yes,Lose,2014,Semi-finals,Argentina win on penalties (2 - 4) ,FIFAWorldCup2014
16948,2014-07-12,Brazil,Netherlands,3.0,15.0,0.0,3.0,FIFA World Cup,Brazil,False,No,Lose,2014,Play-off for third place, ,FIFAWorldCup2014
16949,2014-07-12,Brazil,Netherlands,3.0,15.0,0.0,3.0,FIFA World Cup,Brazil,False,No,Lose,2014,Play-off for third place, ,FIFAWorldCup2014
16951,2014-07-13,Germany,Argentina,2.0,5.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Final,Germany win after extra time ,FIFAWorldCup2014
16952,2014-07-13,Germany,Argentina,2.0,5.0,1.0,0.0,FIFA World Cup,Brazil,True,No,Win,2014,Final,Germany win after extra time ,FIFAWorldCup2014
20401,2018-06-14,Russia,Saudi Arabia,70.0,67.0,5.0,0.0,FIFA World Cup,Russia,False,No,Win,2018,,,
20402,2018-06-15,Egypt,Uruguay,45.0,14.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20403,2018-06-15,Morocco,IR Iran,41.0,37.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20404,2018-06-15,Portugal,Spain,4.0,10.0,3.0,3.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20405,2018-06-16,France,Australia,7.0,36.0,2.0,1.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20406,2018-06-16,Argentina,Iceland,5.0,22.0,1.0,1.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20407,2018-06-16,Peru,Denmark,11.0,12.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20408,2018-06-16,Croatia,Nigeria,20.0,48.0,2.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20409,2018-06-17,Costa Rica,Serbia,23.0,34.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20410,2018-06-17,Germany,Mexico,1.0,15.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20411,2018-06-17,Brazil,Switzerland,2.0,6.0,1.0,1.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20412,2018-06-18,Sweden,Korea Republic,24.0,57.0,1.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20413,2018-06-18,Belgium,Panama,3.0,55.0,3.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20414,2018-06-18,Tunisia,England,21.0,12.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20415,2018-06-19,Colombia,Japan,16.0,61.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20416,2018-06-19,Poland,Senegal,8.0,27.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20417,2018-06-19,Russia,Egypt,70.0,45.0,3.0,1.0,FIFA World Cup,Russia,False,No,Win,2018,,,
20418,2018-06-20,Portugal,Morocco,4.0,41.0,1.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20419,2018-06-20,Uruguay,Saudi Arabia,14.0,67.0,1.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20420,2018-06-20,IR Iran,Spain,37.0,10.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20421,2018-06-21,Denmark,Australia,12.0,36.0,1.0,1.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20422,2018-06-21,France,Peru,7.0,11.0,1.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20423,2018-06-21,Argentina,Croatia,5.0,20.0,0.0,3.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20424,2018-06-22,Brazil,Costa Rica,2.0,23.0,2.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20425,2018-06-22,Nigeria,Iceland,48.0,22.0,2.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20426,2018-06-22,Serbia,Switzerland,34.0,6.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20427,2018-06-23,Belgium,Tunisia,3.0,21.0,5.0,2.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20428,2018-06-23,Korea Republic,Mexico,57.0,15.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20429,2018-06-23,Germany,Sweden,1.0,24.0,2.0,1.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20430,2018-06-24,England,Panama,12.0,55.0,6.0,1.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20431,2018-06-24,Japan,Senegal,61.0,27.0,2.0,2.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20432,2018-06-24,Poland,Colombia,8.0,16.0,0.0,3.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20433,2018-06-25,Russia,Uruguay,70.0,14.0,0.0,3.0,FIFA World Cup,Russia,False,No,Lose,2018,,,
20434,2018-06-25,Saudi Arabia,Egypt,67.0,45.0,2.0,1.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20435,2018-06-25,Spain,Morocco,10.0,41.0,2.0,2.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20436,2018-06-25,IR Iran,Portugal,37.0,4.0,1.0,1.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20437,2018-06-26,Australia,Peru,36.0,11.0,0.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20438,2018-06-26,Denmark,France,12.0,7.0,0.0,0.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20439,2018-06-26,Nigeria,Argentina,48.0,5.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20440,2018-06-26,Iceland,Croatia,22.0,20.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20441,2018-06-27,Korea Republic,Germany,57.0,1.0,2.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20442,2018-06-27,Mexico,Sweden,15.0,24.0,0.0,3.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20443,2018-06-27,Serbia,Brazil,34.0,2.0,0.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20444,2018-06-27,Switzerland,Costa Rica,6.0,23.0,2.0,2.0,FIFA World Cup,Russia,True,No,Draw,2018,,,
20445,2018-06-28,Japan,Poland,61.0,8.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20446,2018-06-28,Senegal,Colombia,27.0,16.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20447,2018-06-28,Panama,Tunisia,55.0,21.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20448,2018-06-28,England,Belgium,12.0,3.0,0.0,1.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20449,2018-06-30,France,Argentina,7.0,5.0,4.0,3.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20450,2018-06-30,Uruguay,Portugal,14.0,4.0,2.0,1.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20451,2018-07-01,Russia,Spain,49.0,6.0,1.0,1.0,FIFA World Cup,Russia,False,Yes,Win,2018,,,
20452,2018-07-01,Croatia,Denmark,12.0,15.0,1.0,1.0,FIFA World Cup,Russia,True,Yes,Win,2018,,,
20453,2018-07-02,Brazil,Mexico,4.0,10.0,2.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20454,2018-07-02,Belgium,Japan,5.0,41.0,3.0,2.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20455,2018-07-03,Sweden,Switzerland,21.0,8.0,1.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20456,2018-07-03,Colombia,England,17.0,7.0,1.0,1.0,FIFA World Cup,Russia,True,Yes,Lose,2018,,,
20458,2018-07-06,Uruguay,France,14.0,2.0,0.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20459,2018-07-06,Brazil,Belgium,4.0,5.0,1.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20460,2018-07-07,Sweden,England,21.0,7.0,0.0,2.0,FIFA World Cup,Russia,True,No,Lose,2018,,,
20461,2018-07-07,Russia,Croatia,49.0,12.0,2.0,2.0,FIFA World Cup,Russia,False,Yes,Lose,2018,,,
20462,2018-07-10,France,Belgium,2.0,5.0,1.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20463,2018-07-11,Croatia,England,12.0,7.0,2.0,1.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20464,2018-07-14,Belgium,England,5.0,7.0,2.0,0.0,FIFA World Cup,Russia,True,No,Win,2018,,,
20465,2018-07-15,France,Croatia,2.0,12.0,4.0,2.0,FIFA World Cup,Russia,True,No,Win,2018,,,
23937,1930-07-13,France,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1930
23938,1930-07-13,USA,Belgium,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1930
23939,1930-07-14,Yugoslavia,Brazil,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1930
23940,1930-07-14,Romania,Peru,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1930
23941,1930-07-15,Argentina,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1930
23942,1930-07-16,Chile,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1930
23943,1930-07-17,Yugoslavia,Bolivia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1930
23944,1930-07-17,USA,Paraguay,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1930
23945,1930-07-18,Uruguay,Peru,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1930
23946,1930-07-19,Chile,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1930
23947,1930-07-19,Argentina,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1930
23948,1930-07-20,Brazil,Bolivia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1930
23949,1930-07-20,Paraguay,Belgium,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1930
23950,1930-07-21,Uruguay,Romania,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1930
23951,1930-07-22,Argentina,Chile,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1930
23952,1930-07-26,Argentina,USA,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1930
23953,1930-07-27,Uruguay,Yugoslavia,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1930
23954,1930-07-30,Uruguay,Argentina,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1930
23955,1934-05-27,Austria,France,,,,,FIFA World Cup,,,,,,Preliminary round,Austria win after extra time ,FIFAWorldCup1934
23956,1934-05-27,Hungary,Egypt,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23957,1934-05-27,Switzerland,Netherlands,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23958,1934-05-27,Sweden,Argentina,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23959,1934-05-27,Germany,Belgium,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23960,1934-05-27,Spain,Brazil,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23961,1934-05-27,Italy,USA,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23962,1934-05-27,Czechoslovakia,Romania,,,,,FIFA World Cup,,,,,,Preliminary round, ,FIFAWorldCup1934
23963,1934-05-31,Czechoslovakia,Switzerland,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1934
23964,1934-05-31,Germany,Sweden,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1934
23965,1934-05-31,Italy,Spain,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1934
23966,1934-05-31,Austria,Hungary,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1934
23967,1934-06-01,Italy,Spain,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1934
23968,1934-06-03,Italy,Austria,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1934
23969,1934-06-03,Czechoslovakia,Germany,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1934
23970,1934-06-07,Germany,Austria,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1934
23971,1934-06-10,Italy,Czechoslovakia,,,,,FIFA World Cup,,,,,,Final,Italy win after extra time ,FIFAWorldCup1934
23972,1938-06-04,Switzerland,Germany,,,,,FIFA World Cup,,,,,,First round, ,FIFAWorldCup1938
23973,1938-06-05,Hungary,Dutch East Indies,,,,,FIFA World Cup,,,,,,First round, ,FIFAWorldCup1938
23974,1938-06-05,France,Belgium,,,,,FIFA World Cup,,,,,,First round, ,FIFAWorldCup1938
23975,1938-06-05,Cuba,Romania,,,,,FIFA World Cup,,,,,,First round, ,FIFAWorldCup1938
23976,1938-06-05,Italy,Norway,,,,,FIFA World Cup,,,,,,First round,Italy win after extra time ,FIFAWorldCup1938
23977,1938-06-05,Brazil,Poland,,,,,FIFA World Cup,,,,,,First round,Brazil win after extra time ,FIFAWorldCup1938
23978,1938-06-05,Czechoslovakia,Netherlands,,,,,FIFA World Cup,,,,,,First round,Czechoslovakia win after extra time ,FIFAWorldCup1938
23979,1938-06-09,Cuba,Romania,,,,,FIFA World Cup,,,,,,First round, ,FIFAWorldCup1938
23980,1938-06-09,Switzerland,Germany,,,,,FIFA World Cup,,,,,,First round, ,FIFAWorldCup1938
23981,1938-06-12,Brazil,Czechoslovakia,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1938
23982,1938-06-12,Hungary,Switzerland,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1938
23983,1938-06-12,Sweden,Cuba,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1938
23984,1938-06-12,Italy,France,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1938
23985,1938-06-14,Brazil,Czechoslovakia,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1938
23986,1938-06-16,Hungary,Sweden,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1938
23987,1938-06-16,Italy,Brazil,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1938
23988,1938-06-19,Brazil,Sweden,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1938
23989,1938-06-19,Italy,Hungary,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1938
23990,1950-06-24,Brazil,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1950
23991,1950-06-25,England,Chile,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1950
23992,1950-06-25,Spain,USA,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1950
23993,1950-06-25,Sweden,Italy,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1950
23994,1950-06-25,Yugoslavia,Switzerland,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1950
23995,1950-06-28,Brazil,Switzerland,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1950
23996,1950-06-28,Yugoslavia,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1950
23997,1950-06-29,Spain,Chile,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1950
23998,1950-06-29,Sweden,Paraguay,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1950
23999,1950-06-29,USA,England,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1950
24000,1950-07-01,Brazil,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1950
24001,1950-07-02,Spain,England,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1950
24002,1950-07-02,Italy,Paraguay,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1950
24003,1950-07-02,Uruguay,Bolivia,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1950
24004,1950-07-02,Switzerland,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1950
24005,1950-07-02,Chile,USA,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1950
24006,1950-07-09,Uruguay,Spain,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1950
24007,1950-07-09,Brazil,Sweden,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1950
24008,1950-07-13,Brazil,Spain,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1950
24009,1950-07-13,Uruguay,Sweden,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1950
24010,1950-07-16,Sweden,Spain,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1950
