,date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,country,neutral_location,shoot_out,home_team_result,year,stage,win_conditions,worldcup_id
24011,1950-07-16,Uruguay,Brazil,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1950
24012,1954-06-16,Uruguay,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1954
24013,1954-06-16,Austria,Scotland,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1954
24014,1954-06-16,Brazil,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1954
24015,1954-06-16,Yugoslavia,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1954
24016,1954-06-17,Germany FR,Turkey,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1954
24017,1954-06-17,Hungary,Korea Republic,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1954
24018,1954-06-17,England,Belgium,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1954
24019,1954-06-17,Switzerland,Italy,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1954
24020,1954-06-19,Uruguay,Scotland,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1954
24021,1954-06-19,Austria,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1954
24022,1954-06-19,France,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1954
24023,1954-06-19,Brazil,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1954
24024,1954-06-20,Hungary,Germany FR,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1954
24025,1954-06-20,Turkey,Korea Republic,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1954
24026,1954-06-20,England,Switzerland,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1954
24027,1954-06-20,Italy,Belgium,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1954
24028,1954-06-23,Germany FR,Turkey,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1954
24029,1954-06-23,Switzerland,Italy,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1954
24030,1954-06-26,Uruguay,England,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1954
24031,1954-06-26,Austria,Switzerland,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1954
24032,1954-06-27,Germany FR,Yugoslavia,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1954
24033,1954-06-27,Hungary,Brazil,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1954
24034,1954-06-30,Germany FR,Austria,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1954
24035,1954-06-30,Hungary,Uruguay,,,,,FIFA World Cup,,,,,,Semi-finals,Hungary win after extra time ,FIFAWorldCup1954
24036,1954-07-03,Austria,Uruguay,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1954
24037,1954-07-04,Germany FR,Hungary,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1954
24038,1958-06-08,Sweden,Mexico,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24039,1958-06-08,Soviet Union,England,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24040,1958-06-08,Argentina,Germany FR,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1958
24041,1958-06-08,Hungary,Wales,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24042,1958-06-08,France,Paraguay,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1958
24043,1958-06-08,Yugoslavia,Scotland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1958
24044,1958-06-08,Brazil,Austria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24045,1958-06-08,Northern Ireland,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1958
24046,1958-06-11,Brazil,England,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24047,1958-06-11,Mexico,Wales,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24048,1958-06-11,Paraguay,Scotland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1958
24049,1958-06-11,Yugoslavia,France,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1958
24050,1958-06-11,Soviet Union,Austria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24051,1958-06-11,Germany FR,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1958
24052,1958-06-11,Argentina,Northern Ireland,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1958
24053,1958-06-12,Sweden,Hungary,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24054,1958-06-15,Sweden,Wales,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24055,1958-06-15,Brazil,Soviet Union,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24056,1958-06-15,Germany FR,Northern Ireland,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1958
24057,1958-06-15,Hungary,Mexico,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24058,1958-06-15,Paraguay,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1958
24059,1958-06-15,France,Scotland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1958
24060,1958-06-15,England,Austria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24061,1958-06-15,Czechoslovakia,Argentina,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1958
24062,1958-06-17,Soviet Union,England,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1958
24063,1958-06-17,Northern Ireland,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 1,Northern Ireland win after extra time ,FIFAWorldCup1958
24064,1958-06-17,Wales,Hungary,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1958
24065,1958-06-19,Brazil,Wales,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1958
24066,1958-06-19,Germany FR,Yugoslavia,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1958
24067,1958-06-19,Sweden,Soviet Union,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1958
24068,1958-06-19,France,Northern Ireland,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1958
24069,1958-06-24,Sweden,Germany FR,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1958
24070,1958-06-24,Brazil,France,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1958
24071,1958-06-28,France,Germany FR,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1958
24072,1958-06-29,Brazil,Sweden,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1958
24073,1962-05-30,Uruguay,Colombia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1962
24074,1962-05-30,Brazil,Mexico,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1962
24075,1962-05-30,Argentina,Bulgaria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1962
24076,1962-05-30,Chile,Switzerland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1962
24077,1962-05-31,Soviet Union,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1962
24078,1962-05-31,Czechoslovakia,Spain,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1962
24079,1962-05-31,Hungary,England,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1962
24080,1962-05-31,Germany FR,Italy,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1962
24081,1962-06-02,Yugoslavia,Uruguay,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1962
24082,1962-06-02,Brazil,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1962
24083,1962-06-02,England,Argentina,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1962
24084,1962-06-02,Chile,Italy,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1962
24085,1962-06-03,Soviet Union,Colombia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1962
24086,1962-06-03,Spain,Mexico,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1962
24087,1962-06-03,Hungary,Bulgaria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1962
24088,1962-06-03,Germany FR,Switzerland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1962
24089,1962-06-06,Soviet Union,Uruguay,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1962
24090,1962-06-06,Brazil,Spain,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1962
24091,1962-06-06,Hungary,Argentina,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1962
24092,1962-06-06,Germany FR,Chile,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1962
24093,1962-06-07,Yugoslavia,Colombia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1962
24094,1962-06-07,Mexico,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1962
24095,1962-06-07,England,Bulgaria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1962
24096,1962-06-07,Italy,Switzerland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1962
24097,1962-06-10,Chile,Soviet Union,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1962
24098,1962-06-10,Brazil,England,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1962
24099,1962-06-10,Czechoslovakia,Hungary,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1962
24100,1962-06-10,Yugoslavia,Germany FR,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1962
24101,1962-06-13,Czechoslovakia,Yugoslavia,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1962
24102,1962-06-13,Brazil,Chile,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1962
24103,1962-06-16,Chile,Yugoslavia,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1962
24104,1962-06-17,Brazil,Czechoslovakia,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1962
24105,1966-07-11,England,Uruguay,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1966
24106,1966-07-12,Germany FR,Switzerland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1966
24107,1966-07-12,Brazil,Bulgaria,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1966
24108,1966-07-12,Soviet Union,Korea DPR,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1966
24109,1966-07-13,France,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1966
24110,1966-07-13,Portugal,Hungary,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1966
24111,1966-07-13,Argentina,Spain,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1966
24112,1966-07-13,Italy,Chile,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1966
24113,1966-07-15,Uruguay,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1966
24114,1966-07-15,Spain,Switzerland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1966
24115,1966-07-15,Hungary,Brazil,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1966
24116,1966-07-15,Korea DPR,Chile,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1966
24117,1966-07-16,Portugal,Bulgaria,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1966
24118,1966-07-16,Germany FR,Argentina,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1966
24119,1966-07-16,Soviet Union,Italy,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1966
24120,1966-07-16,England,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1966
24121,1966-07-19,Uruguay,Mexico,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1966
24122,1966-07-19,Argentina,Switzerland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1966
24123,1966-07-19,Portugal,Brazil,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1966
24124,1966-07-19,Korea DPR,Italy,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1966
24125,1966-07-20,England,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1966
24126,1966-07-20,Hungary,Bulgaria,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1966
24127,1966-07-20,Germany FR,Spain,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1966
24128,1966-07-20,Soviet Union,Chile,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1966
24129,1966-07-23,England,Argentina,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1966
24130,1966-07-23,Germany FR,Uruguay,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1966
24131,1966-07-23,Soviet Union,Hungary,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1966
24132,1966-07-23,Portugal,Korea DPR,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1966
24133,1966-07-25,Germany FR,Soviet Union,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1966
24134,1966-07-26,England,Portugal,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1966
24135,1966-07-28,Portugal,Soviet Union,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1966
24136,1966-07-30,England,Germany FR,,,,,FIFA World Cup,,,,,,Final,England win after extra time ,FIFAWorldCup1966
24137,1970-05-31,Mexico,Soviet Union,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1970
24138,1970-06-02,Uruguay,Israel,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1970
24139,1970-06-02,Peru,Bulgaria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1970
24140,1970-06-02,England,Romania,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1970
24141,1970-06-03,Italy,Sweden,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1970
24142,1970-06-03,Germany FR,Morocco,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1970
24143,1970-06-03,Brazil,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1970
24144,1970-06-03,Belgium,El Salvador,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1970
24145,1970-06-06,Uruguay,Italy,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1970
24146,1970-06-06,Peru,Morocco,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1970
24147,1970-06-06,Romania,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1970
24148,1970-06-06,Soviet Union,Belgium,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1970
24149,1970-06-07,Sweden,Israel,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1970
24150,1970-06-07,Germany FR,Bulgaria,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1970
24151,1970-06-07,Brazil,England,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1970
24152,1970-06-07,Mexico,El Salvador,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1970
24153,1970-06-10,Sweden,Uruguay,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1970
24154,1970-06-10,Germany FR,Peru,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1970
24155,1970-06-10,Brazil,Romania,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1970
24156,1970-06-10,Soviet Union,El Salvador,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1970
24157,1970-06-11,Italy,Israel,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1970
24158,1970-06-11,Bulgaria,Morocco,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1970
24159,1970-06-11,England,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1970
24160,1970-06-11,Mexico,Belgium,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1970
24161,1970-06-14,Italy,Mexico,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1970
24162,1970-06-14,Germany FR,England,,,,,FIFA World Cup,,,,,,Quarter-finals,Germany FR win after extra time ,FIFAWorldCup1970
24163,1970-06-14,Brazil,Peru,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1970
24164,1970-06-14,Uruguay,Soviet Union,,,,,FIFA World Cup,,,,,,Quarter-finals,Uruguay win after extra time ,FIFAWorldCup1970
24165,1970-06-17,Brazil,Uruguay,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1970
24166, 197-06-17,Italy,Germany FR,,,,,FIFA World Cup,,,,,,Semi-finals,Italy win after extra time ,FIFAWorldCup1970
24167,1970-06-20,Germany FR,Uruguay,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1970
24168,1970-06-21,Brazil,Italy,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1970
24169,1974-06-13,Brazil,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1974
24170,1974-06-14,Germany FR,Chile,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1974
24171,1974-06-14,German DR,Australia,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1974
24172,1974-06-14,Zaire,Scotland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1974
24173,1974-06-15,Uruguay,Netherlands,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1974
24174,1974-06-15,Sweden,Bulgaria,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1974
24175,1974-06-15,Italy,Haiti,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1974
24176,1974-06-15,Poland,Argentina,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1974
24177,1974-06-18,Australia,Germany FR,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1974
24178,1974-06-18,Scotland,Brazil,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1974
24179,1974-06-18,Chile,German DR,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1974
24180,1974-06-18,Yugoslavia,Zaire,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1974
24181,1974-06-19,Netherlands,Sweden,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1974
24182,1974-06-19,Bulgaria,Uruguay,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1974
24183,1974-06-19,Haiti,Poland,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1974
24184,1974-06-19,Argentina,Italy,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1974
24185,1974-06-22,Scotland,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1974
24186,1974-06-22,Australia,Chile,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1974
24187,1974-06-22,Zaire,Brazil,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1974
24188, 197-06-22,German DR,Germany FR,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1974
24189,1974-06-23,Bulgaria,Netherlands,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1974
24190,1974-06-23,Argentina,Haiti,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1974
24191,1974-06-23,Sweden,Uruguay,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1974
24192,1974-06-23,Poland,Italy,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1974
24193,1974-06-26,Yugoslavia,Germany FR,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1974
24194,1974-06-26,Brazil,German DR,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1974
24195,1974-06-26,Netherlands,Argentina,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1974
24196,1974-06-26,Sweden,Poland,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1974
24197,1974-06-30,Argentina,Brazil,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1974
24198,1974-06-30,Poland,Yugoslavia,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1974
24199,1974-06-30,German DR,Netherlands,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1974
24200,1974-06-30,Germany FR,Sweden,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1974
24201,1974-07-03,Poland,Germany FR,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1974
24202,1974-07-03,Netherlands,Brazil,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1974
24203,1974-07-03,Argentina,German DR,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1974
24204,1974-07-03,Sweden,Yugoslavia,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1974
24205,1974-07-06,Brazil,Poland,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1974
24206, 197-07-07,Netherlands,Germany FR,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1974
24207,1978-06-01,Germany FR,Poland,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1978
24208,1978-06-02,Italy,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1978
24209,1978-06-02,Tunisia,Mexico,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1978
24210,1978-06-02,Argentina,Hungary,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1978
24211,1978-06-03,Sweden,Brazil,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1978
24212,1978-06-03,Austria,Spain,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1978
24213,1978-06-03,Peru,Scotland,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1978
24214,1978-06-03,Netherlands,IR Iran,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1978
24215,1978-06-06,Italy,Hungary,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1978
24216,1978-06-06,Poland,Tunisia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1978
24217,1978-06-06,Germany FR,Mexico,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1978
24218,1978-06-06,Argentina,France,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1978
24219,1978-06-07,Brazil,Spain,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1978
24220,1978-06-07,Austria,Sweden,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1978
24221,1978-06-07,Scotland,IR Iran,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1978
24222,1978-06-07,Netherlands,Peru,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1978
24223,1978-06-10,France,Hungary,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1978
24224,1978-06-10,Poland,Mexico,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1978
24225,1978-06-10,Germany FR,Tunisia,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1978
24226,1978-06-10,Italy,Argentina,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1978
24227,1978-06-11,Brazil,Austria,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1978
24228,1978-06-11,Spain,Sweden,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1978
24229,1978-06-11,Peru,Iran,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1978
24230,1978-06-11,Scotland,Netherlands,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1978
24231,1978-06-14,Germany FR,Italy,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1978
24232,1978-06-14,Netherlands,Austria,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1978
24233,1978-06-14,Brazil,Peru,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1978
24234,1978-06-14,Argentina,Poland,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1978
