,date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_score,away_team_score,tournament,country,neutral_location,shoot_out,home_team_result,year,stage,win_conditions,worldcup_id
24235,1978-06-18,Poland,Peru,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1978
24236,1978-06-18,Italy,Austria,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1978
24237,1978-06-18,Germany FR,Netherlands,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1978
24238,1978-06-18,Argentina,Brazil,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1978
24239,1978-06-21,Netherlands,Italy,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1978
24240,1978-06-21,Austria,Germany FR,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1978
24241,1978-06-21,Brazil,Poland,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1978
24242,1978-06-21,Argentina,Peru,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1978
24243,1978-06-24,Brazil,Italy,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1978
24244,1978-06-25,Argentina,Netherlands,,,,,FIFA World Cup,,,,,,Final,Argentina win after extra time ,FIFAWorldCup1978
24245,1982-06-13,Argentina,Belgium,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24246,1982-06-14,Italy,Poland,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24247,1982-06-14,Brazil,Soviet Union,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1982
24248,1982-06-15,Peru,Cameroon,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24249,1982-06-15,Hungary,El Salvador,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24250,1982-06-15,Scotland,New Zealand,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1982
24251,1982-06-16,Germany FR,Algeria,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24252,1982-06-16,England,France,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24253,1982-06-16,Spain,Honduras,,,,,FIFA World Cup,,,,,,Group 5, ,FIFAWorldCup1982
24254,1982-06-17,Chile,Austria,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24255,1982-06-17,Czechoslovakia,Kuwait,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24256,1982-06-17,Yugoslavia,Northern Ireland,,,,,FIFA World Cup,,,,,,Group 5, ,FIFAWorldCup1982
24257,1982-06-18,Italy,Peru,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24258,1982-06-18,Argentina,Hungary,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24259,1982-06-18,Brazil,Scotland,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1982
24260,1982-06-19,Poland,Cameroon,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24261,1982-06-19,Belgium,El Salvador,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24262,1982-06-19,Soviet Union,New Zealand,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1982
24263,1982-06-20,Germany FR,Chile,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24264,1982-06-20,England,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24265,1982-06-20,Spain,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 5, ,FIFAWorldCup1982
24266,1982-06-21,Algeria,Austria,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24267,1982-06-21,France,Kuwait,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24268,1982-06-21,Honduras,Northern Ireland,,,,,FIFA World Cup,,,,,,Group 5, ,FIFAWorldCup1982
24269,1982-06-22,Poland,Peru,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24270,1982-06-22,Belgium,Hungary,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24271,1982-06-22,Soviet Union,Scotland,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1982
24272,1982-06-23,Italy,Cameroon,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24273,1982-06-23,Argentina,El Salvador,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24274,1982-06-23,Brazil,New Zealand,,,,,FIFA World Cup,,,,,,Group 6, ,FIFAWorldCup1982
24275,1982-06-24,Algeria,Chile,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24276,1982-06-24,France,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24277,1982-06-24,Honduras,Yugoslavia,,,,,FIFA World Cup,,,,,,Group 5, ,FIFAWorldCup1982
24278,1982-06-25,Germany FR,Austria,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24279,1982-06-25,England,Kuwait,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24280,1982-06-25,Northern Ireland,Spain,,,,,FIFA World Cup,,,,,,Group 5, ,FIFAWorldCup1982
24281,1982-06-28,Austria,France,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24282,1982-06-28,Poland,Belgium,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24283,1982-06-29,Italy,Argentina,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24284,1982-06-29,Germany FR,England,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24285,1982-07-01,Austria,Northern Ireland,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24286,1982-07-01,Belgium,Soviet Union,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24287,1982-07-02,Argentina,Brazil,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24288,1982-07-02,Germany FR,Spain,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24289,1982-07-04,France,Northern Ireland,,,,,FIFA World Cup,,,,,,Group 4, ,FIFAWorldCup1982
24290,1982-07-04,Poland,Soviet Union,,,,,FIFA World Cup,,,,,,Group 1, ,FIFAWorldCup1982
24291,1982-07-05,Italy,Brazil,,,,,FIFA World Cup,,,,,,Group 3, ,FIFAWorldCup1982
24292,1982-07-05,Spain,England,,,,,FIFA World Cup,,,,,,Group 2, ,FIFAWorldCup1982
24293,1982-07-08,Poland,Italy,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1982
24294,1982-07-08,Germany FR,France,,,,,FIFA World Cup,,,,,,Semi-finals, win on penalties (5 - 4) ,FIFAWorldCup1982
24295,1982-07-10,Poland,France,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1982
24296,1982-07-11,Italy,Germany FR,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1982
24297,1986-05-31,Bulgaria,Italy,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1986
24298,1986-06-01,Canada,France,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1986
24299,1986-06-01,Spain,Brazil,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1986
24300,1986-06-02,Soviet Union,Hungary,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1986
24301,1986-06-02,Argentina,Korea Republic,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1986
24302,1986-06-02,Morocco,Poland,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1986
24303,1986-06-03,Algeria,Northern Ireland,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1986
24304,1986-06-03,Belgium,Mexico,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1986
24305,1986-06-03,Portugal,England,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1986
24306,1986-06-04,Paraguay,Iraq,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1986
24307,1986-06-04,Scotland,Denmark,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1986
24308,1986-06-04,Uruguay,Germany FR,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1986
24309,1986-06-05,Italy,Argentina,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1986
24310,1986-06-05,France,Soviet Union,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1986
24311,1986-06-05,Korea Republic,Bulgaria,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1986
24312,1986-06-06,Hungary,Canada,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1986
24313,1986-06-06,Brazil,Algeria,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1986
24314,1986-06-06,England,Morocco,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1986
24315,1986-06-07,Northern Ireland,Spain,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1986
24316,1986-06-07,Mexico,Paraguay,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1986
24317,1986-06-07,Poland,Portugal,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1986
24318,1986-06-08,Iraq,Belgium,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1986
24319,1986-06-08,Denmark,Uruguay,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1986
24320,1986-06-08,Germany FR,Scotland,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1986
24321,1986-06-09,Hungary,France,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1986
24322,1986-06-09,Soviet Union,Canada,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1986
24323,1986-06-10,Korea Republic,Italy,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1986
24324,1986-06-10,Argentina,Bulgaria,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1986
24325,1986-06-11,Paraguay,Belgium,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1986
24326,1986-06-11,Iraq,Mexico,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1986
24327,1986-06-11,Portugal,Morocco,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1986
24328,1986-06-11,England,Poland,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1986
24329,1986-06-12,Northern Ireland,Brazil,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1986
24330,1986-06-12,Algeria,Spain,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1986
24331,1986-06-13,Scotland,Uruguay,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1986
24332,1986-06-13,Denmark,Germany FR,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1986
24333,1986-06-15,Soviet Union,Belgium,,,,,FIFA World Cup,,,,,,Round of 16,Belgium win after extra time ,FIFAWorldCup1986
24334,1986-06-15,Mexico,Bulgaria,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24335,1986-06-16,Argentina,Uruguay,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24336,1986-06-16,Brazil,Poland,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24337,1986-06-17,Italy,France,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24338,1986-06-17,Morocco,Germany FR,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24339,1986-06-18,England,Paraguay,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24340,1986-06-18,Denmark,Spain,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1986
24341,1986-06-21,Brazil,France,,,,,FIFA World Cup,,,,,,Quarter-finals,France win on penalties (3 - 4) ,FIFAWorldCup1986
24342,1986-06-21,Germany FR,Mexico,,,,,FIFA World Cup,,,,,,Quarter-finals,Germany FR win on penalties (4 - 1) ,FIFAWorldCup1986
24343,1986-06-22,Spain,Belgium,,,,,FIFA World Cup,,,,,,Quarter-finals,Belgium win on penalties (4 - 5) ,FIFAWorldCup1986
24344,1986-06-22,Argentina,England,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1986
24345,1986-06-25,France,Germany FR,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1986
24346,1986-06-25,Argentina,Belgium,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup1986
24347,1986-06-28,France,Belgium,,,,,FIFA World Cup,,,,,,Match for third place,France win after extra time ,FIFAWorldCup1986
24348,1986-06-29,Argentina,Germany FR,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1986
24349,1990-06-08,Argentina,Cameroon,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1990
24350,1990-06-09,Soviet Union,Romania,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1990
24351,1990-06-09,"rn"">United Arab Emirates",Colombia,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1990
24352,1990-06-09,Italy,Austria,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1990
24353,1990-06-10,USA,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1990
24354,1990-06-10,Brazil,Sweden,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1990
24355,1990-06-10,Germany FR,Yugoslavia,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1990
24356,1990-06-11,Costa Rica,Scotland,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1990
24357,1990-06-11,England,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1990
24358,1990-06-12,Belgium,Korea Republic,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1990
24359,1990-06-12,Netherlands,Egypt,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1990
24360,1990-06-13,Uruguay,Spain,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1990
24361,1990-06-13,Argentina,Soviet Union,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1990
24362,1990-06-14,Cameroon,Romania,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1990
24363,1990-06-14,Yugoslavia,Colombia,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1990
24364,1990-06-14,Italy,USA,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1990
24365,1990-06-15,Austria,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1990
24366,1990-06-15,Germany FR,"rn"">United Arab Emirates",,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1990
24367,1990-06-16,Brazil,Costa Rica,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1990
24368,1990-06-16,Sweden,Scotland,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1990
24369,1990-06-16,England,Netherlands,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1990
24370,1990-06-17,"rn"">Republic of Ireland",Egypt,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1990
24371,1990-06-17,Korea Republic,Spain,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1990
24372,1990-06-17,Belgium,Uruguay,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1990
24373,1990-06-18,Argentina,Romania,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1990
24374,1990-06-18,Cameroon,Soviet Union,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup1990
24375,1990-06-19,Germany FR,Colombia,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1990
24376,1990-06-19,Yugoslavia,"rn"">United Arab Emirates",,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup1990
24377,1990-06-19,Italy,Czechoslovakia,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1990
24378,1990-06-19,Austria,USA,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup1990
24379,1990-06-20,Brazil,Scotland,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1990
24380,1990-06-20,Sweden,Costa Rica,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup1990
24381,1990-06-21,Korea Republic,Uruguay,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1990
24382,1990-06-21,Belgium,Spain,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1990
24383,1990-06-21,"rn"">Republic of Ireland",Netherlands,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1990
24384,1990-06-21,England,Egypt,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1990
24385,1990-06-23,Cameroon,Colombia,,,,,FIFA World Cup,,,,,,Round of 16,Cameroon win after extra time ,FIFAWorldCup1990
24386,1990-06-23,Czechoslovakia,Costa Rica,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1990
24387,1990-06-24,Brazil,Argentina,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1990
24388,1990-06-24,Germany FR,Netherlands,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1990
24389,1990-06-25,"rn"">Republic of Ireland",Romania,,,,,FIFA World Cup,,,,,,Round of 16,Republic of Ireland win on penalties (5 - 4) ,FIFAWorldCup1990
24390,1990-06-25,Italy,Uruguay,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1990
24391,1990-06-26,Spain,Yugoslavia,,,,,FIFA World Cup,,,,,,Round of 16,Yugoslavia win after extra time ,FIFAWorldCup1990
24392,1990-06-26,England,Belgium,,,,,FIFA World Cup,,,,,,Round of 16,England win after extra time ,FIFAWorldCup1990
24393,1990-06-30,Yugoslavia,Argentina,,,,,FIFA World Cup,,,,,,Quarter-finals, win on penalties (2 - 3) ,FIFAWorldCup1990
24394,1990-06-30,Italy,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1990
24395,1990-07-01,Germany FR,Czechoslovakia,,,,,FIFA World Cup,,,,,,Quarter-finals, ,FIFAWorldCup1990
24396,1990-07-01,England,Cameroon,,,,,FIFA World Cup,,,,,,Quarter-finals,England win after extra time ,FIFAWorldCup1990
24397,1990-07-03,Italy,Argentina,,,,,FIFA World Cup,,,,,,Semi-finals, win on penalties (3 - 4) ,FIFAWorldCup1990
24398,1990-07-04,Germany FR,England,,,,,FIFA World Cup,,,,,,Semi-finals, win on penalties (4 - 3) ,FIFAWorldCup1990
24399,1990-07-07,Italy,England,,,,,FIFA World Cup,,,,,,Match for third place, ,FIFAWorldCup1990
24400,1990-07-08,Germany FR,Argentina,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1990
24401,1994-06-18,Italy,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1994
24402,1994-06-24,Mexico,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1994
24403,1994-06-28,"rn"">Republic of Ireland",Norway,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup1994
24404,1994-07-04,Netherlands,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1994
24405,1994-07-04,Brazil,USA,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1994
24406,1998-06-14,Yugoslavia,Iran,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1998
24407,1998-06-21,Germany,Yugoslavia,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1998
24408,1998-06-21,USA,Iran,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1998
24409,1998-06-25,Germany,Iran,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1998
24410,1998-06-25,USA,Yugoslavia,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup1998
24411,1998-06-29,Netherlands,Yugoslavia,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup1998
24412,1998-07-03,Italy,France,,,,,FIFA World Cup,,,,,,Quarter-finals,France win on penalties (3 - 4) ,FIFAWorldCup1998
24413,1998-07-12,Brazil,France,,,,,FIFA World Cup,,,,,,Final, ,FIFAWorldCup1998
24414,2002-06-01,"rn"">Republic of Ireland",Cameroon,,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup2002
24415, 200-06-03,Brazil,Turkey,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2002
24416, 200-06-04,China PR,Costa Rica,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2002
24417, 200-06-04,Japan,Belgium,,,,,FIFA World Cup,,,,,,Group H, ,FIFAWorldCup2002
24418,2002-06-05,Germany,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup2002
24419, 200-06-07,Spain,Paraguay,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup2002
24420, 200-06-08,Italy,Croatia,,,,,FIFA World Cup,,,,,,Group G, ,FIFAWorldCup2002
24421, 200-06-11,Senegal,Uruguay,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup2002
24422,2002-06-11,Saudi Arabia,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Group E, ,FIFAWorldCup2002
24423,2002-06-14,Tunisia,Japan,,,,,FIFA World Cup,,,,,,Group H, ,FIFAWorldCup2002
24424,2002-06-14,Portugal,Korea Republic,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup2002
24425,2002-06-16,Spain,"rn"">Republic of Ireland",,,,,FIFA World Cup,,,,,,Round of 16,Spain win on penalties (3 - 2) ,FIFAWorldCup2002
24426, 200-06-17,Mexico,USA,,,,,FIFA World Cup,,,,,,Round of 16, ,FIFAWorldCup2002
24427,2002-06-22,Spain,Korea Republic,,,,,FIFA World Cup,,,,,,Quarter-finals,Korea Republic win on penalties (3 - 5) ,FIFAWorldCup2002
24428,2002-06-25,Germany,Korea Republic,,,,,FIFA World Cup,,,,,,Semi-finals, ,FIFAWorldCup2002
24429,2006-06-10,"rn"">Trinidad and Tobago",Sweden,,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup2006
24430,2006-06-10,Argentina,Cte d'Ivoire,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2006
24431,2006-06-11,"rn"">Serbia and Montenegro",Netherlands,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2006
24432,2006-06-11,Mexico,Iran,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup2006
24433,2006-06-15,England,"rn"">Trinidad and Tobago",,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup2006
24434,2006-06-16,Argentina,"rn"">Serbia and Montenegro",,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2006
24435,2006-06-16,Netherlands,Cte d'Ivoire,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2006
24436,2006-06-20,Ecuador,Germany,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup2006
24437,2006-06-20,Paraguay,"rn"">Trinidad and Tobago",,,,,FIFA World Cup,,,,,,Group B, ,FIFAWorldCup2006
24438,2006-06-21,Iran,Angola,,,,,FIFA World Cup,,,,,,Group D, ,FIFAWorldCup2006
24439,2006-06-21,Cte d'Ivoire,"rn"">Serbia and Montenegro",,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2006
24440,2010-06-15,Cte d'Ivoire,Portugal,,,,,FIFA World Cup,,,,,,Group G, ,FIFAWorldCup2010
24441,2010-06-20,Brazil,Cte d'Ivoire,,,,,FIFA World Cup,,,,,,Group G, ,FIFAWorldCup2010
24442,2010-06-22,France,South Africa,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup2010
24443,2010-06-25,Korea DPR,Cte d'Ivoire,,,,,FIFA World Cup,,,,,,Group G, ,FIFAWorldCup2010
24444,2014-06-14,Cte d'Ivoire,Japan,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2014
24445,2014-06-15,Argentina,"rn"">Bosnia and Herzegovina",,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup2014
24446,2014-06-19,Colombia,Cte d'Ivoire,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2014
24447,2014-06-21,Nigeria,"rn"">Bosnia and Herzegovina",,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup2014
24448,2014-06-23,Cameroon,Brazil,,,,,FIFA World Cup,,,,,,Group A, ,FIFAWorldCup2014
24449,2014-06-24,Greece,Cte d'Ivoire,,,,,FIFA World Cup,,,,,,Group C, ,FIFAWorldCup2014
24450,2014-06-25,"rn"">Bosnia and Herzegovina",IR Iran,,,,,FIFA World Cup,,,,,,Group F, ,FIFAWorldCup2014
